,Orden de Satélite,Num OS,Estado,Satélite Procesos,Valor Unitario,Cantidad,Producto,SubTotal,Orden de Produccion,Proveedor,Orden Satélite PDF,Fecha Entrega a Satélite,Fecha Promesa a Molt,Ficha Técnica Producto,Orden de Producción Det,Creado por,Cliente,Id.,Costeo
67,OS-0021406-6543-5-Chaleco Liso,21406,En Proceso,Confección,10500.0,276.0,Chaleco Liso,2898000.0,OP-Sodimac 0006543,KAREN ROJAS PINZON,,25/03/2026,13/04/2026,,6543-5-Chaleco Liso,Cristian Esguerra,Sodimac,82248151,COS-0012436 (Costeo)
68,OS-0021405-6546-2-Pantalón dotación,21405,En Proceso,Confección,1000.0,778.0,Pantalón dotación,778000.0,OP-AEROSAN S.A.S. 0006546,DIANA ARAMINTA ALEJO MORA,,21/03/2026,23/03/2026,Jean Operativo con Reflectivo.pdf,6546-2-Pantalón dotación,Cristian Esguerra,AEROSAN S.A.S.,82246006,COS-0012455 (Costeo)
69,OS-0021404-6546-2-Pantalón dotación,21404,En Proceso,Bordado,1600.0,922.0,Pantalón dotación,1475200.0,OP-AEROSAN S.A.S. 0006546,SEIIBA  SAS,,20/03/2026,21/03/2026,Jean Operativo con Reflectivo.pdf,6546-2-Pantalón dotación,Cristian Esguerra,AEROSAN S.A.S.,82245644,COS-0012455 (Costeo)
70,OS-0021403-6565-8-DELANTAL CLASICO,21403,Creado,Confección,3000.0,9.0,DELANTAL CLASICO,27000.0,OP-NUTRESA 0006565,MARIA PAULINA RUIZ MARTINEZ,,24/03/2026,25/03/2026,109037 FT. DELANTAL LARGO PAPA JOHNS UNISEX.pdf,6565-8-DELANTAL CLASICO,Cristian Esguerra,NUTRESA,82244436,COS-0012517 (Costeo)
71,OS-0021402-6565-5-POLO MANGA CORTA,21402,Creado,Bordado,1500.0,40.0,POLO MANGA CORTA,60000.0,OP-NUTRESA 0006565,,,24/03/2026,25/03/2026,103224 FT. POLO MANGA CORTA BLANCO VERDE OPERARIO PAPA JOHNS GRUPO ACO (2).pdf,6565-5-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82241003,COS-0012517 (Costeo)
72,OS-0021401-6565-5-POLO MANGA CORTA,21401,En Proceso,Bordado,1500.0,405.0,POLO MANGA CORTA,607500.0,OP-NUTRESA 0006565,SEIIBA  SAS,,24/03/2026,26/03/2026,103224 FT. POLO MANGA CORTA BLANCO VERDE OPERARIO PAPA JOHNS GRUPO ACO (2).pdf,6565-5-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82240869,COS-0012517 (Costeo)
73,OS-0021400-6656-2-POLO MANGA LARGA,21400,En Proceso,Corte,750.0,126.0,POLO MANGA LARGA,94500.0,OP-MINISO 0006656,SANDRA CAROLINA RATIVA BERNAL,,24/03/2026,27/03/2026,103108 FT. POLO MANGA LARGA ROJO ZONA FRANCA MINISO HOMBRE (1).pdf,6656-2-POLO MANGA LARGA,Cristian Esguerra,MINISO,82233401,COS-0012776 (Costeo)
74,OS-0021399-6656-1-POLO MANGA LARGA,21399,En Proceso,Corte,750.0,100.0,POLO MANGA LARGA,75000.0,OP-MINISO 0006656,SANDRA CAROLINA RATIVA BERNAL,,24/03/2026,27/03/2026,103107 FT. POLO MANGA LARGA NEGRO ZONA FRANCA MINISO HOMBRE (1).pdf,6656-1-POLO MANGA LARGA,Cristian Esguerra,MINISO,82232986,COS-0012776 (Costeo)
75,OS-0021398-6533-7-Pantalón dotación,21398,Creado,Prelavado,2700.0,400.0,Pantalón dotación,1080000.0,OP-CLARO COLOMBIA 0006533,SETATIS SAS,,21/03/2026,26/03/2026,FT. JEAN AZUL OSCURO CAV Y TIENDA CLARO DAMA.pdf,6533-7-Pantalón dotación,Cristian Esguerra,CLARO COLOMBIA,82230330,COS-0012424 (Costeo)
76,OS-0021397-6639-9-CAMISA MANGA CORTA,21397,Creado,Bordado,1000.0,1.0,CAMISA MANGA CORTA,1000.0,OP-TALMA COLOMBIA 0006639,,,24/03/2026,25/03/2026,,6639-9-CAMISA MANGA CORTA,Cristian Esguerra,TALMA COLOMBIA,82221920,COS-0012699 (Costeo)
77,OS-0021396-6639-9-CAMISA MANGA CORTA,21396,En Proceso,Bordado,1000.0,791.0,CAMISA MANGA CORTA,791000.0,OP-TALMA COLOMBIA 0006639,SEIIBA  SAS,,24/03/2026,26/03/2026,,6639-9-CAMISA MANGA CORTA,Cristian Esguerra,TALMA COLOMBIA,82221750,COS-0012699 (Costeo)
78,OS-0021395-6639-4-CAMISA MANGA CORTA,21395,En Proceso,Bordado,1000.0,304.0,CAMISA MANGA CORTA,304000.0,OP-TALMA COLOMBIA 0006639,SEIIBA  SAS,,24/03/2026,26/03/2026,,6639-4-CAMISA MANGA CORTA,Cristian Esguerra,TALMA COLOMBIA,82220015,COS-0012699 (Costeo)
79,OS-0021394-6632-1-CAMISA MANGA LARGA,21394,En Proceso,Confección,13500.0,36.0,CAMISA MANGA LARGA,486000.0,OP-NUTRESA 0006632,EMILCE SOLER MARTINEZ,,24/03/2026,30/03/2026,202182 FT. BLUSA AZUL CLARO MANGA LARGA ADMINISTRADOR BEER STATION GRUPO ACO (3).pdf,6632-1-CAMISA MANGA LARGA,Cristian Esguerra,NUTRESA,82101611,COS-0012695 (Costeo)
80,OS-0021393-6623-5-PANTALÓN TIPO CALLE CABALLERO,21393,En Proceso,Confección,12000.0,1.0,PANTALÓN TIPO CALLE CABALLERO,12000.0,OP-CLINICOS 0006623,GLADIS BELTRAN FORERO,,24/03/2026,30/03/2026,108028 FT. PANTALÓN CALLE AZUL HOMBRE CLINICOS.pdf,6623-5-PANTALÓN TIPO CALLE CABALLERO,Cristian Esguerra,CLINICOS,82099499,COS-0012671 (Costeo)
81,OS-0021392-6623-4-PANTALÓN  CALLE  DAMA,21392,En Proceso,Confección,12000.0,1.0,PANTALÓN  CALLE  DAMA,12000.0,OP-CLINICOS 0006623,GLADIS BELTRAN FORERO,,24/03/2026,30/03/2026,208047 FT. PANTALÓN CALLE AZUL OSCURO DAMA CLINICOS (2).pdf,6623-4-PANTALÓN  CALLE  DAMA,Cristian Esguerra,CLINICOS,82099456,COS-0012671 (Costeo)
82,OS-0021391-6620-36-Pantalón dotación,21391,En Proceso,Confección,12000.0,9.0,Pantalón dotación,108000.0,OP-OMNITEMPUS 0006620,GLADIS BELTRAN FORERO,,24/03/2026,30/03/2026,108152 FT. PANTALÓN CALLE AZUL OSCURO OMNITEMPUS HOMBRE.pdf,6620-36-Pantalón dotación,Cristian Esguerra,OMNITEMPUS,82099431,COS-0012649 (Costeo)
83,OS-0021390-6579-12-BLUSA MANGA CORTA,21390,En Proceso,Confección,5500.0,50.0,BLUSA MANGA CORTA,275000.0,OP-NUTRESA 0006579,MC COMPANY SAS - EDWIN TORRES,,24/03/2026,06/04/2026,202225 FT. BLUSA MANGA CORTA BLANCO LIDER COCINA PLANCHERO LEÑOS Y CARBÓN GRUPO ACO DAMA.pdf,6579-12-BLUSA MANGA CORTA,Cristian Esguerra,NUTRESA,82098502,COS-0012561 (Costeo)
84,OS-0021389-6579-8-BLUSA MANGA CORTA,21389,En Proceso,Confección,5500.0,60.0,BLUSA MANGA CORTA,330000.0,OP-NUTRESA 0006579,MC COMPANY SAS - EDWIN TORRES,,24/03/2026,06/04/2026,202172 FT. BLUSA MANGA CORTA BLANCO AUXILIAR COCINA PLANCHERO LEÑOS Y CARBÓN GRUPO ACO DAMA (2).pdf,6579-8-BLUSA MANGA CORTA,Cristian Esguerra,NUTRESA,82098225,COS-0012561 (Costeo)
85,OS-0021388-6579-3-CAMISA MANGA LARGA,21388,En Proceso,Confección,5500.0,20.0,CAMISA MANGA LARGA,110000.0,OP-NUTRESA 0006579,MC COMPANY SAS - EDWIN TORRES,,24/03/2026,06/04/2026,102156 FT. CAMISA MANGA CORTA BLANCO AUX COCINA PLANCHERO LEÑOS Y CARBÓN GRUPO ACO HOMBRE.pdf,6579-3-CAMISA MANGA LARGA,Cristian Esguerra,NUTRESA,82097760,COS-0012561 (Costeo)
86,OS-0021387-6650-2-HODDIE CERRADO,21387,Finalizado,Bordado,3500.0,45.0,HODDIE CERRADO,157500.0,OP-SITARA 0006650,CONFECCIONES DOTAJAVEL EMPRESA UNIPERSONAL,,20/03/2026,25/03/2026,104154 FT. BUSO MANGA LARGA FLEECE BLANCO HOMBRE BOGOTÁ SITARA.pdf,6650-2-HODDIE CERRADO,Cristian Esguerra,SITARA,82097064,COS-0012757 (Costeo)
87,OS-0021386-6650-1-POLO MANGA CORTA,21386,Finalizado,Bordado,3500.0,45.0,POLO MANGA CORTA,157500.0,OP-SITARA 0006650,CONFECCIONES DOTAJAVEL EMPRESA UNIPERSONAL,,20/03/2026,25/03/2026,104153 FT. BUSO MANGA CORTA PERCHADO BLANCO HOMBRE BOGOTÁ SITARA.pdf,6650-1-POLO MANGA CORTA,Cristian Esguerra,SITARA,82096577,COS-0012757 (Costeo)
88,OS-0021385-6625-3-OVEROL ENTERIZO,21385,Creado,Confección,16000.0,2.0,OVEROL ENTERIZO,32000.0,OP-ALBATEQ 0006625,,,20/03/2026,21/03/2026,111040 FT. OVEROL ENTERIZO AZUL PILOTO ALBATEQ (2).pdf,6625-3-OVEROL ENTERIZO,Cristian Esguerra,ALBATEQ,82095124,COS-0012675 (Costeo)
89,OS-0021384-6625-3-OVEROL ENTERIZO,21384,En Proceso,Confección,16000.0,31.0,OVEROL ENTERIZO,496000.0,OP-ALBATEQ 0006625,SANDRA GARCIA,,21/03/2026,27/03/2026,111040 FT. OVEROL ENTERIZO AZUL PILOTO ALBATEQ (2).pdf,6625-3-OVEROL ENTERIZO,Cristian Esguerra,ALBATEQ,82095068,COS-0012675 (Costeo)
90,OS-0021383-6583-2-Chaqueta Rompevientos,21383,En Proceso,Bordado,2200.0,8.0,Chaqueta Rompevientos,17600.0,OP-USO 0006583,SEIIBA  SAS,,20/03/2026,25/03/2026,,6583-2-Chaqueta Rompevientos,Cristian Esguerra,USO,82090087,COS-0012556 (Costeo)
91,OS-0021382-6590-1-BATA TIPO LABORATORIO,21382,Creado,Confección,8000.0,7.0,BATA TIPO LABORATORIO,56000.0,OP-NUTRESA 0006590,JOSE IGNACIO - Teresa,,20/03/2026,25/03/2026,207045 FT. BATA MANGA LARGA CALIDAD RESTAURANTES GRUPO ACO DAMA.pdf,6590-1-BATA TIPO LABORATORIO,Cristian Esguerra,NUTRESA,82083052,COS-0012586 (Costeo)
92,OS-0021381-6579-10-BATA CHEF,21381,En Proceso,Bordado,1250.0,25.0,BATA CHEF,31250.0,OP-NUTRESA 0006579,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,20/03/2026,25/03/2026,207038 FT. BATA CHEF MANGA CORTA EMBONE NEGRO AUX COCINA LEÑOS Y CARBÓN GRUPO ACO DAMA.pdf,6579-10-BATA CHEF,Cristian Esguerra,NUTRESA,82082244,COS-0012561 (Costeo)
93,OS-0021380-6579-9-BATA CHEF,21380,Finalizado,Bordado,1250.0,15.0,BATA CHEF,18750.0,OP-NUTRESA 0006579,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,20/03/2026,25/03/2026,107044 FT. BATA CHEF MANGA CORTA EMBONE NEGRO AUX COCINA LEÑOS Y CARBÓN GRUPO ACO HOMBRE.pdf,6579-9-BATA CHEF,Cristian Esguerra,NUTRESA,82081980,COS-0012561 (Costeo)
94,OS-0021379-6565-8-DELANTAL CLASICO,21379,Creado,Confección,3000.0,141.0,DELANTAL CLASICO,423000.0,OP-NUTRESA 0006565,MARIA PAULINA RUIZ MARTINEZ,,24/03/2026,06/04/2026,109037 FT. DELANTAL LARGO PAPA JOHNS UNISEX.pdf,6565-8-DELANTAL CLASICO,Cristian Esguerra,NUTRESA,82076570,COS-0012517 (Costeo)
95,OS-0021378-6565-2-POLO MANGA CORTA,21378,En Proceso,Confección,5000.0,2.0,POLO MANGA CORTA,10000.0,OP-NUTRESA 0006565,MOLT,,20/03/2026,24/03/2026,203174 FT. POLO MANGA CORTA ROJA DOMICILIARIO PAPA JOHNS GRUPO ACO DAMA.pdf,6565-2-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82071286,COS-0012517 (Costeo)
96,OS-0021377-6650-3-PANTALON RESORTADO CABALLERO,21377,En Proceso,Confección,5000.0,45.0,PANTALON RESORTADO CABALLERO,225000.0,OP-SITARA 0006650,JOSE MIGUEL RUIZ HUERTAS,,20/03/2026,24/03/2026,108149 FT. PANTALÓN DRIL BLANCO HOMBRE BOGOTÁ SITARA.pdf,6650-3-PANTALON RESORTADO CABALLERO,Cristian Esguerra,SITARA,82070434,COS-0012757 (Costeo)
97,OS-0021376-6668-1-PANTALON RESORTADO CABALLERO,21376,En Proceso,Confección,5000.0,20.0,PANTALON RESORTADO CABALLERO,100000.0,OP-SITARA 0006668,JOSE MIGUEL RUIZ HUERTAS,,20/03/2026,24/03/2026,108149 FT. PANTALÓN DRIL BLANCO HOMBRE BOGOTÁ SITARA.pdf,6668-1-PANTALON RESORTADO CABALLERO,Cristian Esguerra,SITARA,82069911,COS-0012789 (Costeo)
98,OS-0021375-6565-1-POLO MANGA CORTA,21375,Creado,Confección,5000.0,11.0,POLO MANGA CORTA,55000.0,OP-NUTRESA 0006565,,,20/03/2026,21/03/2026,103226 FT. POLO MANGA CORTA ROJA DOMICILIARIO PAPA JOHNS GRUPO ACO HOMBRE (1).pdf,6565-1-POLO MANGA CORTA,Carolina Gonzalez,NUTRESA,82068761,COS-0012517 (Costeo)
99,OS-0021374-6565-1-POLO MANGA CORTA,21374,En Proceso,Confección,5000.0,224.0,POLO MANGA CORTA,1120000.0,OP-NUTRESA 0006565,MOLT,,20/03/2026,24/03/2026,103226 FT. POLO MANGA CORTA ROJA DOMICILIARIO PAPA JOHNS GRUPO ACO HOMBRE (1).pdf,6565-1-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82067915,COS-0012517 (Costeo)
100,OS-0021373-6622-4-Gorra seis cascos,21373,En Proceso,Bordado,1650.0,10.0,Gorra seis cascos,16500.0,OP-NUTRESA 0006622,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,20/03/2026,24/03/2026,310076 FT_ GORRA NEGRO ANTIFLUIDO MANTENIMIENTO _1_.pdf,6622-4-Gorra seis cascos,Cristian Esguerra,NUTRESA,82065632,COS-0012677 (Costeo)
101,OS-0021372-6584-9-POLO MANGA CORTA,21372,Creado,Bordado,1650.0,34.0,POLO MANGA CORTA,56100.0,OP-NUTRESA 0006584,,,20/03/2026,21/03/2026,203168 FT. POLO MANGA CORTA BLANCO OPERARIO CORRAL TRADICIONAL GRUPO ACO DAMA.pdf,6584-9-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82058771,COS-0012578 (Costeo)
102,OS-0021371-6584-9-POLO MANGA CORTA,21371,En Proceso,Bordado,1650.0,766.0,POLO MANGA CORTA,1263900.0,OP-NUTRESA 0006584,SEIIBA  SAS,,20/03/2026,25/03/2026,203168 FT. POLO MANGA CORTA BLANCO OPERARIO CORRAL TRADICIONAL GRUPO ACO DAMA.pdf,6584-9-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82058614,COS-0012578 (Costeo)
103,OS-0021370-6565-6-POLO MANGA CORTA,21370,Finalizado,Bordado,1500.0,385.0,POLO MANGA CORTA,577500.0,OP-NUTRESA 0006565,SEIIBA  SAS,,20/03/2026,25/03/2026,203170 FT. POLO MANGA CORTA BLANCO VERDE OPERARIO PAPA JOHNS GRUPO ACO DAMA (1).pdf,6565-6-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82057000,COS-0012517 (Costeo)
104,OS-0021369-6620-37-PANTALÓN CARGO,21369,En Proceso,Confección,15000.0,66.0,PANTALÓN CARGO,990000.0,OP-OMNITEMPUS 0006620,NELSON BERMUDEZ SOGAMOSO,,20/03/2026,31/03/2026,,6620-37-PANTALÓN CARGO,Cristian Esguerra,OMNITEMPUS,82022318,COS-0012649 (Costeo)
105,OS-0021368-6620-20-CAMISA MANGA LARGA,21368,En Proceso,Confección,14000.0,151.0,CAMISA MANGA LARGA,2114000.0,OP-OMNITEMPUS 0006620,EDISSON RAMIREZ MEJIA,,20/03/2026,07/04/2026,,6620-20-CAMISA MANGA LARGA,Cristian Esguerra,OMNITEMPUS,82022153,COS-0012649 (Costeo)
106,OS-0021367-6574-6-DELANTAL MICO,21367,Creado,Confección,4000.0,40.0,DELANTAL MICO,160000.0,OP-NUTRESA 0006574,MARIA PAULINA RUIZ MARTINEZ,,20/03/2026,27/03/2026,109034 FT. DELANTAL MICO MESERA NEGRO BEER STATION GRUPO ACO UNISEX (1).pdf,6574-6-DELANTAL MICO,Cristian Esguerra,NUTRESA,82021888,COS-0012544 (Costeo)
107,OS-0021366-6581-6-BATA CHEF,21366,En Proceso,Confección,9000.0,15.0,BATA CHEF,135000.0,OP-NUTRESA 0006581,LUZMILA REYES ROJAS,,20/03/2026,01/04/2026,207035 FT. BATA CHEF MANGA CORTA EMBONE AZUL JEFE COCINA AUXILIAR CORRAL GOURMET GRUPO ACO DAMA (1).pdf,6581-6-BATA CHEF,Cristian Esguerra,NUTRESA,82021630,COS-0012572 (Costeo)
108,OS-0021365-6565-8-DELANTAL CLASICO,21365,En Proceso,Confección,3000.0,200.0,DELANTAL CLASICO,600000.0,OP-NUTRESA 0006565,CLAUDIA PATRICIA MORENO BENITEZ,,21/03/2026,01/04/2026,109037 FT. DELANTAL LARGO PAPA JOHNS UNISEX.pdf,6565-8-DELANTAL CLASICO,Cristian Esguerra,NUTRESA,82021287,COS-0012517 (Costeo)
109,OS-0021364-6565-8-DELANTAL CLASICO,21364,En Proceso,Confección,3000.0,200.0,DELANTAL CLASICO,600000.0,OP-NUTRESA 0006565,LAURA DANIELA LOZANO BAUTISTA,,20/03/2026,01/04/2026,109037 FT. DELANTAL LARGO PAPA JOHNS UNISEX.pdf,6565-8-DELANTAL CLASICO,Cristian Esguerra,NUTRESA,82021258,COS-0012517 (Costeo)
110,OS-0021363-6622-2-CHALECO PERIODISTA,21363,En Proceso,Confección,15000.0,16.0,CHALECO PERIODISTA,240000.0,OP-NUTRESA 0006622,LUZMILA REYES ROJAS,,20/03/2026,27/03/2026,105058 FT_ CHALECO DRIL AZUL OSCURO ADMINISTRATIVO TEC ACO HOMBRE.pdf,6622-2-CHALECO PERIODISTA,Carolina Gonzalez,NUTRESA,82020240,COS-0012677 (Costeo)
111,OS-0021362-6590-2-POLO MANGA CORTA,21362,En Proceso,Confección,5000.0,10.0,POLO MANGA CORTA,50000.0,OP-NUTRESA 0006590,MOLT,,19/03/2026,24/03/2026,203217 FT. POLO BLANCO MANGA CORTA ACO DAMA.pdf,6590-2-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,82009367,COS-0012586 (Costeo)
112,OS-0021361-6565-3-POLO MANGA CORTA,21361,En Proceso,Confección,5000.0,80.0,POLO MANGA CORTA,400000.0,OP-NUTRESA 0006565,NILSON ANTONIO GARAY,,19/03/2026,27/03/2026,103225 FT. POLO MANGA CORTA BLANCO ROJO ADMINISTRADOR PAPA JOHNS GRUPO ACO (1).pdf,6565-3-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,81987750,COS-0012517 (Costeo)
113,OS-0021359-6616-1-CAMISA MANGA LARGA,21359,En Proceso,Bordado,1400.0,360.0,CAMISA MANGA LARGA,504000.0,OP-PARKING INTERNATIONAL S A S 0006616,CARLOS ANDRES PEREZ CELIS,,19/03/2026,24/03/2026,102045 FT. CAMISA BLANCO VERDE GRIS PARKING HOMBRE.pdf,6616-1-CAMISA MANGA LARGA,Cristian Esguerra,PARKING INTERNATIONAL S A S,81982351,COS-0012665 (Costeo)
114,OS-0021358-6639-27-PANTALÓN SASTRE,21358,En Proceso,Confección,20300.0,166.0,PANTALÓN SASTRE,3369800.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-27-PANTALÓN SASTRE,Cristian Esguerra,TALMA COLOMBIA,81958713,COS-0012699 (Costeo)
115,OS-0021357-6639-26-PANTALÓN SASTRE,21357,En Proceso,Confección,21800.0,147.0,PANTALÓN SASTRE,3204600.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-26-PANTALÓN SASTRE,Cristian Esguerra,TALMA COLOMBIA,81958692,COS-0012699 (Costeo)
116,OS-0021356-6639-21-PANTALÓN SASTRE,21356,En Proceso,Confección,20300.0,1033.0,PANTALÓN SASTRE,20969900.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-21-PANTALÓN SASTRE,Cristian Esguerra,TALMA COLOMBIA,81958479,COS-0012699 (Costeo)
117,OS-0021355-6639-20-PANTALÓN TIPO CALLE CABALLERO,21355,En Proceso,Confección,21800.0,440.0,PANTALÓN TIPO CALLE CABALLERO,9592000.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-20-PANTALÓN TIPO CALLE CABALLERO,Cristian Esguerra,TALMA COLOMBIA,81958001,COS-0012699 (Costeo)
118,OS-0021354-6639-16-Falda,21354,En Proceso,Confección,18900.0,300.0,Falda,5670000.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-16-Falda,Cristian Esguerra,TALMA COLOMBIA,81957907,COS-0012699 (Costeo)
119,OS-0021353-6639-2-BLAZER SASTRE,21353,En Proceso,Confección,77800.0,290.0,BLAZER SASTRE,22562000.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-2-BLAZER SASTRE,Cristian Esguerra,TALMA COLOMBIA,81957893,COS-0012699 (Costeo)
120,OS-0021352-6639-1-BLAZER SASTRE,21352,En Proceso,Confección,42000.0,911.0,BLAZER SASTRE,38262000.0,OP-TALMA COLOMBIA 0006639,ASCE Y KREA DOTACIONES SAS,,18/03/2026,19/03/2026,,6639-1-BLAZER SASTRE,Cristian Esguerra,TALMA COLOMBIA,81957864,COS-0012699 (Costeo)
121,OS-0021351-6565-4-POLO MANGA CORTA,21351,En Proceso,Confección,5000.0,132.0,POLO MANGA CORTA,660000.0,OP-NUTRESA 0006565,MAUDA  YANETH ALFONSO ROA,,19/03/2026,30/03/2026,203171 FT. POLO MANGA CORTA BLANCO ROJO ADMISTRADOR PAPA JOHNS GRUPO ACO DAMA.pdf,6565-4-POLO MANGA CORTA,Cristian Esguerra,NUTRESA,81949022,COS-0012517 (Costeo)
122,OS-0021350-6628-1-CAMISA MANGA LARGA,21350,Finalizado,Estampado,1100.0,2.0,CAMISA MANGA LARGA,2200.0,OP-Grupo A 0006628,SEIIO,,18/03/2026,24/03/2026,,6628-1-CAMISA MANGA LARGA,Cristian Esguerra,Grupo A,81948788,COS-0012674 (Costeo)
123,OS-0021349-6580-6-CAMISA MANGA LARGA,21349,Finalizado,Bordado,1100.0,2.0,CAMISA MANGA LARGA,2200.0,OP-Grupo A 0006580,SEIIO,,19/03/2026,24/03/2026,,6580-6-CAMISA MANGA LARGA,Carolina Gonzalez,Grupo A,81948618,COS-0012574 (Costeo)
124,OS-0021348-6581-5-BATA CHEF,21348,Finalizado,Bordado,3900.0,30.0,BATA CHEF,117000.0,OP-NUTRESA 0006581,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,19/03/2026,24/03/2026,107042 FT. BATA CHEF MANGA CORTA EMBONE AZUL JEFE AUXILIAR COCINA CORRAL GOURMET GRUPO ACO HOMBRE (2).pdf,6581-5-BATA CHEF,Cristian Esguerra,NUTRESA,81945408,COS-0012572 (Costeo)
125,OS-0021347-6628-1-CAMISA MANGA LARGA,21347,Finalizado,Bordado,2800.0,2.0,CAMISA MANGA LARGA,5600.0,OP-Grupo A 0006628,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,18/03/2026,24/03/2026,,6628-1-CAMISA MANGA LARGA,Cristian Esguerra,Grupo A,81940178,COS-0012674 (Costeo)
126,OS-0021346-6580-6-CAMISA MANGA LARGA,21346,Finalizado,Bordado,2800.0,3.0,CAMISA MANGA LARGA,8400.0,OP-Grupo A 0006580,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,18/03/2026,24/03/2026,,6580-6-CAMISA MANGA LARGA,Cristian Esguerra,Grupo A,81940009,COS-0012574 (Costeo)
127,OS-0021345-6632-1-CAMISA MANGA LARGA,21345,En Proceso,Bordado,2900.0,36.0,CAMISA MANGA LARGA,104400.0,OP-NUTRESA 0006632,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,18/03/2026,24/03/2026,202182 FT. BLUSA AZUL CLARO MANGA LARGA ADMINISTRADOR BEER STATION GRUPO ACO (3).pdf,6632-1-CAMISA MANGA LARGA,Cristian Esguerra,NUTRESA,81938794,COS-0012695 (Costeo)
128,OS-0021344-6622-4-Gorra seis cascos,21344,En Proceso,Corte y Confeccion,6300.0,10.0,Gorra seis cascos,63000.0,OP-NUTRESA 0006622,AMERICANA DE CONFECCIONES Y SERVICIOS SAS,,18/03/2026,26/03/2026,310076 FT_ GORRA NEGRO ANTIFLUIDO MANTENIMIENTO _1_.pdf,6622-4-Gorra seis cascos,Cristian Esguerra,NUTRESA,81936852,COS-0012677 (Costeo)
129,OS-0021343-6639-19-PANTALÓN JEAN,21343,En Proceso,Satélite Proceso,1500.0,60.0,PANTALÓN JEAN,90000.0,OP-TALMA COLOMBIA 0006639,CARLOS ANDRES PEREZ CELIS,,19/03/2026,24/03/2026,108060 FT. JEAN TALMA HOMBRE.pdf,6639-19-PANTALÓN JEAN,Carolina Gonzalez,TALMA COLOMBIA,81936103,COS-0012699 (Costeo)
130,OS-0021342-6620-19-CAMISA MANGA LARGA,21342,En Proceso,Confección,14000.0,20.0,CAMISA MANGA LARGA,280000.0,OP-OMNITEMPUS 0006620,NEIFI CONSTANZA MORALES CASTAÑO,,18/03/2026,27/03/2026,,6620-19-CAMISA MANGA LARGA,Cristian Esguerra,OMNITEMPUS,81928046,COS-0012649 (Costeo)
131,OS-0021341-6639-7-Camibuso Polo Manga Larga,21341,En Proceso,Sublimación,5500.0,3800.0,Camibuso Polo Manga Larga,20900000.0,OP-TALMA COLOMBIA 0006639,VIVID PRINT SERVICE SAS,,18/03/2026,19/03/2026,,6639-7-Camibuso Polo Manga Larga,Cristian Esguerra,TALMA COLOMBIA,81926390,COS-0012699 (Costeo)
132,OS-0021340-6639-6-Camibuso Polo Manga Larga,21340,En Proceso,Sublimación,5500.0,224.0,Camibuso Polo Manga Larga,1232000.0,OP-TALMA COLOMBIA 0006639,VIVID PRINT SERVICE SAS,,18/03/2026,19/03/2026,,6639-6-Camibuso Polo Manga Larga,Cristian Esguerra,TALMA COLOMBIA,81925904,COS-0012699 (Costeo)
133,OS-0021339-6625-5-OVEROL ENTERIZO,21339,En Proceso,Confección,16000.0,69.0,OVEROL ENTERIZO,1104000.0,OP-ALBATEQ 0006625,SANDRA GARCIA,,18/03/2026,27/03/2026,111039 FT. OVEROL ENTERIZO GRIS PILOTO ALBATEQ HOMBRE..pdf,6625-5-OVEROL ENTERIZO,Cristian Esguerra,ALBATEQ,81919694,COS-0012675 (Costeo)
134,OS-0021338-6625-4-OVEROL ENTERIZO,21338,En Proceso,Confección,16000.0,19.0,OVEROL ENTERIZO,304000.0,OP-ALBATEQ 0006625,SANDRA GARCIA,,18/03/2026,27/03/2026,111041 FT. OVEROL ENTERIZO CAQUI PILOTO ALBATEQ.pdf,6625-4-OVEROL ENTERIZO,Cristian Esguerra,ALBATEQ,81884134,COS-0012675 (Costeo)
